Date,AQI,Rainfall,Temp,Humidity,AQI_lag1,AQI_lag2,AQI_lag3,AQI_lag4,AQI_lag5,AQI_lag6,AQI_lag7,Rainfall_lag1,Rainfall_lag2,Rainfall_lag3,Temp_lag1,Temp_lag2,Temp_lag3,Humidity_lag1,Humidity_lag2,Humidity_lag3,AQI_rolling_3day_avg,AQI_rolling_7day_avg,Temp_rolling_3day_avg
2023-02-05,105.65,0.0,33.71,49.63,132.68,107.99,127.12,111.63,112.81,116.24,123.8,0.0,0.68,1.53,33.21,30.64,30.22,58.54,57.72,64.26,115.43999999999998,116.30285714285715,32.52
2023-02-06,116.26,2.22,33.76,70.14,105.65,132.68,107.99,127.12,111.63,112.81,116.24,0.0,0.0,0.68,33.71,33.21,30.64,49.63,58.54,57.72,118.19666666666666,116.30571428571429,33.56
2023-02-07,99.21,1.8,28.67,69.43,116.26,105.65,132.68,107.99,127.12,111.63,112.81,2.22,0.0,0.0,33.76,33.71,33.21,70.14,49.63,58.54,107.03999999999998,114.36285714285714,32.04666666666667
2023-02-08,135.81,1.26,33.22,58.76,99.21,116.26,105.65,132.68,107.99,127.12,111.63,1.8,2.22,0.0,28.67,33.76,33.71,69.43,70.14,49.63,117.09333333333332,117.81714285714285,31.883333333333336
2023-02-09,128.52,1.65,33.48,69.45,135.81,99.21,116.26,105.65,132.68,107.99,127.12,1.26,1.8,2.22,33.22,28.67,33.76,58.76,69.43,70.14,121.17999999999999,118.01714285714286,31.790000000000003
2023-02-10,127.15,0.0,34.64,61.97,128.52,135.81,99.21,116.26,105.65,132.68,107.99,1.65,1.26,1.8,33.48,33.22,28.67,69.45,58.76,69.43,130.4933333333333,120.75428571428571,33.78
2023-02-11,128.21,0.0,32.9,58.61,127.15,128.52,135.81,99.21,116.26,105.65,132.68,0.0,1.65,1.26,34.64,33.48,33.22,61.97,69.45,58.76,127.96,120.11571428571428,33.67333333333334
2023-02-12,117.3,0.9,33.14,69.12,128.21,127.15,128.52,135.81,99.21,116.26,105.65,0.0,0.0,1.65,32.9,34.64,33.48,58.61,61.97,69.45,124.21999999999998,121.78,33.56
2023-02-13,112.5,0.53,32.82,57.72,117.3,128.21,127.15,128.52,135.81,99.21,116.26,0.9,0.0,0.0,33.14,32.9,34.64,69.12,58.61,61.97,119.33666666666664,121.24285714285715,32.95333333333333
2023-02-14,124.07,2.08,33.79,68.03,112.5,117.3,128.21,127.15,128.52,135.81,99.21,0.53,0.9,0.0,32.82,33.14,32.9,57.72,69.12,58.61,117.95666666666665,124.7942857142857,33.25
2023-02-15,109.37,0.84,34.51,69.62,124.07,112.5,117.3,128.21,127.15,128.52,135.81,2.08,0.53,0.9,33.79,32.82,33.14,68.03,57.72,69.12,115.31333333333332,121.01714285714286,33.70666666666667
2023-02-16,138.94,0.09,32.41,58.3,109.37,124.07,112.5,117.3,128.21,127.15,128.52,0.84,2.08,0.53,34.51,33.79,32.82,69.62,68.03,57.72,124.12666666666665,122.50571428571428,33.57
2023-02-17,120.67,0.57,34.46,64.11,138.94,109.37,124.07,112.5,117.3,128.21,127.15,0.09,0.84,2.08,32.41,34.51,33.79,58.3,69.62,68.03,122.99333333333333,121.58,33.79333333333333
2023-02-18,128.03,0.46,34.7,52.86,120.67,138.94,109.37,124.07,112.5,117.3,128.21,0.57,0.09,0.84,34.46,32.41,34.51,64.11,58.3,69.62,129.2133333333333,121.55428571428571,33.856666666666676
2023-02-19,114.29,1.39,34.06,52.85,128.03,120.67,138.94,109.37,124.07,112.5,117.3,0.46,0.57,0.09,34.7,34.46,32.41,52.86,64.11,58.3,120.99666666666666,121.1242857142857,34.40666666666667
2023-02-20,112.13,1.26,34.84,57.76,114.29,128.03,120.67,138.94,109.37,124.07,112.5,1.39,0.46,0.57,34.06,34.7,34.46,52.85,52.86,64.11,118.14999999999998,121.07142857142856,34.53333333333334
2023-02-21,125.08,1.06,36.77,62.36,112.13,114.29,128.03,120.67,138.94,109.37,124.07,1.26,1.39,0.46,34.84,34.06,34.7,57.76,52.85,52.86,117.16666666666664,121.21571428571428,35.223333333333336
2023-02-22,124.26,1.44,32.84,59.93,125.08,112.13,114.29,128.03,120.67,138.94,109.37,1.06,1.26,1.39,36.77,34.84,34.06,62.36,57.76,52.85,120.48999999999997,123.34285714285714,34.81666666666667
2023-02-23,125.21,0.21,38.12,65.8,124.26,125.08,112.13,114.29,128.03,120.67,138.94,1.44,1.06,1.26,32.84,36.77,34.84,59.93,62.36,57.76,124.84999999999998,121.38142857142859,35.910000000000004
2023-02-24,122.58,0.15,31.82,55.2,125.21,124.26,125.08,112.13,114.29,128.03,120.67,0.21,1.44,1.06,38.12,32.84,36.77,65.8,59.93,62.36,124.01666666666665,121.6542857142857,34.26
2023-02-25,119.16,0.94,36.07,57.45,122.58,125.21,124.26,125.08,112.13,114.29,128.03,0.15,0.21,1.44,31.82,38.12,32.84,55.2,65.8,59.93,122.31666666666665,120.38714285714286,35.336666666666666
2023-02-26,117.26,0.84,33.84,66.09,119.16,122.58,125.21,124.26,125.08,112.13,114.29,0.94,0.15,0.21,36.07,31.82,38.12,57.45,55.2,65.8,119.66666666666664,120.81142857142858,33.910000000000004
2023-02-27,114.32,0.89,36.12,64.86,117.26,119.16,122.58,125.21,124.26,125.08,112.13,0.84,0.94,0.15,33.84,36.07,31.82,66.09,57.45,55.2,116.91333333333331,121.12428571428572,35.34333333333334
2023-02-28,125.62,0.74,35.42,65.2,114.32,117.26,119.16,122.58,125.21,124.26,125.08,0.89,0.84,0.94,36.12,33.84,36.07,64.86,66.09,57.45,119.06666666666665,121.20142857142856,35.12666666666667
2023-03-01,119.77,1.51,32.57,57.49,125.62,114.32,117.26,119.16,122.58,125.21,124.26,0.74,0.89,0.84,35.42,36.12,33.84,65.2,64.86,66.09,119.90333333333331,120.55999999999999,34.70333333333334
2023-03-02,113.31,0.18,35.51,57.69,119.77,125.62,114.32,117.26,119.16,122.58,125.21,1.51,0.74,0.89,32.57,35.42,36.12,57.49,65.2,64.86,119.56666666666665,118.86,34.5
2023-03-03,114.19,2.33,35.74,61.92,113.31,119.77,125.62,114.32,117.26,119.16,122.58,0.18,1.51,0.74,35.51,32.57,35.42,57.69,57.49,65.2,115.75666666666665,117.66142857142857,34.606666666666676
2023-03-04,122.54,1.86,35.71,61.38,114.19,113.31,119.77,125.62,114.32,117.26,119.16,2.33,0.18,1.51,35.74,35.51,32.57,61.92,57.69,57.49,116.67999999999999,118.14428571428572,35.653333333333336
2023-03-05,120.55,0.0,34.39,65.31,122.54,114.19,113.31,119.77,125.62,114.32,117.26,1.86,2.33,0.18,35.71,35.74,35.51,61.38,61.92,57.69,119.09333333333332,118.61428571428571,35.28000000000001
2023-03-06,147.63,0.31,36.02,66.09,120.55,122.54,114.19,113.31,119.77,125.62,114.32,0.0,1.86,2.33,34.39,35.71,35.74,65.31,61.38,61.92,130.23999999999998,123.37285714285714,35.373333333333335
2023-03-07,115.4,2.3,31.22,59.91,147.63,120.55,122.54,114.19,113.31,119.77,125.62,0.31,0.0,1.86,36.02,34.39,35.71,66.09,65.31,61.38,127.85999999999997,121.91285714285713,33.876666666666665
2023-03-08,112.92,0.29,36.09,57.7,115.4,147.63,120.55,122.54,114.19,113.31,119.77,2.3,0.31,0.0,31.22,36.02,34.39,59.91,66.09,65.31,125.31666666666665,120.93428571428572,34.443333333333335
2023-03-09,103.55,1.99,34.08,69.47,112.92,115.4,147.63,120.55,122.54,114.19,113.31,0.29,2.3,0.31,36.09,31.22,36.02,57.7,59.91,66.09,110.62333333333332,119.53999999999999,33.796666666666674
2023-03-10,120.47,1.94,31.51,67.78,103.55,112.92,115.4,147.63,120.55,122.54,114.19,1.99,0.29,2.3,34.08,36.09,31.22,69.47,57.7,59.91,112.31333333333332,120.43714285714286,33.89333333333334
2023-03-11,112.13,0.94,36.03,53.67,120.47,103.55,112.92,115.4,147.63,120.55,122.54,1.94,1.99,0.29,31.51,34.08,36.09,67.78,69.47,57.7,112.04999999999997,118.95,33.873333333333335
2023-03-12,110.49,1.05,33.99,59.51,112.13,120.47,103.55,112.92,115.4,147.63,120.55,0.94,1.94,1.99,36.03,31.51,34.08,53.67,67.78,69.47,114.3633333333333,117.51285714285714,33.843333333333334
2023-03-13,117.32,1.22,36.81,67.64,110.49,112.13,120.47,103.55,112.92,115.4,147.63,1.05,0.94,1.94,33.99,36.03,31.51,59.51,53.67,67.78,113.31333333333332,113.18285714285715,35.61000000000001
2023-03-14,114.06,0.0,35.13,54.52,117.32,110.49,112.13,120.47,103.55,112.92,115.4,1.22,1.05,0.94,36.81,33.99,36.03,67.64,59.51,53.67,113.95666666666665,112.99142857142859,35.31
2023-03-15,109.35,1.58,34.96,62.16,114.06,117.32,110.49,112.13,120.47,103.55,112.92,0.0,1.22,1.05,35.13,36.81,33.99,54.52,67.64,59.51,113.57666666666664,112.48142857142855,35.63333333333333
2023-03-16,126.96,0.24,33.78,64.3,109.35,114.06,117.32,110.49,112.13,120.47,103.55,1.58,0.0,1.22,34.96,35.13,36.81,62.16,54.52,67.64,116.78999999999996,115.82571428571428,34.623333333333335
2023-03-17,109.72,2.16,34.04,68.4,126.96,109.35,114.06,117.32,110.49,112.13,120.47,0.24,1.58,0.0,33.78,34.96,35.13,64.3,62.16,54.52,115.3433333333333,114.28999999999999,34.26
2023-03-18,118.22,2.15,35.42,67.61,109.72,126.96,109.35,114.06,117.32,110.49,112.13,2.16,0.24,1.58,34.04,33.78,34.96,68.4,64.3,62.16,118.3,115.15999999999998,34.413333333333334
2023-03-19,99.41,0.95,36.31,48.28,118.22,109.72,126.96,109.35,114.06,117.32,110.49,2.15,2.16,0.24,35.42,34.04,33.78,67.61,68.4,64.3,109.11666666666663,113.57714285714285,35.25666666666667
2023-03-20,111.32,0.86,35.65,61.36,99.41,118.22,109.72,126.96,109.35,114.06,117.32,0.95,2.15,2.16,36.31,35.42,34.04,48.28,67.61,68.4,109.64999999999998,112.72,35.79333333333333
2023-03-21,104.83,1.37,33.66,67.11,111.32,99.41,118.22,109.72,126.96,109.35,114.06,0.86,0.95,2.15,35.65,36.31,35.42,61.36,48.28,67.61,105.18666666666665,111.40142857142857,35.20666666666667
2023-03-22,124.09,1.33,35.47,64.13,104.83,111.32,99.41,118.22,109.72,126.96,109.35,1.37,0.86,0.95,33.66,35.65,36.31,67.11,61.36,48.28,113.41333333333331,113.50714285714287,34.92666666666667
2023-03-23,122.94,0.9,36.94,57.5,124.09,104.83,111.32,99.41,118.22,109.72,126.96,1.33,1.37,0.86,35.47,33.66,35.65,64.13,67.11,61.36,117.28666666666665,112.93285714285715,35.35666666666666
2023-03-24,125.32,0.81,36.91,67.78,122.94,124.09,104.83,111.32,99.41,118.22,109.72,0.9,1.33,1.37,36.94,35.47,33.66,57.5,64.13,67.11,124.11666666666666,115.16142857142857,36.44
2023-03-25,117.9,1.51,36.06,69.19,125.32,122.94,124.09,104.83,111.32,99.41,118.22,0.81,0.9,1.33,36.91,36.94,35.47,67.78,57.5,64.13,122.0533333333333,115.11571428571429,36.63666666666666
2023-03-26,120.81,0.66,35.43,56.71,117.9,125.32,122.94,124.09,104.83,111.32,99.41,1.51,0.81,0.9,36.06,36.91,36.94,69.19,67.78,57.5,121.3433333333333,118.17285714285713,36.13333333333333
2023-03-27,101.5,2.6,34.07,62.03,120.81,117.9,125.32,122.94,124.09,104.83,111.32,0.66,1.51,0.81,35.43,36.06,36.91,56.71,69.19,67.78,113.40333333333331,116.77,35.18666666666667
2023-03-28,101.41,1.93,36.69,52.93,101.5,120.81,117.9,125.32,122.94,124.09,104.83,2.6,0.66,1.51,34.07,35.43,36.06,62.03,56.71,69.19,107.90666666666665,116.28142857142858,35.39666666666667
2023-03-29,117.33,0.37,35.54,58.34,101.41,101.5,120.81,117.9,125.32,122.94,124.09,1.93,2.6,0.66,36.69,34.07,35.43,52.93,62.03,56.71,106.74666666666666,115.31571428571428,35.43333333333333
2023-03-30,127.63,0.0,33.52,62.8,117.33,101.41,101.5,120.81,117.9,125.32,122.94,0.37,1.93,2.6,35.54,36.69,34.07,58.34,52.93,62.03,115.45666666666665,115.98571428571428,35.25
2023-03-31,96.94,1.43,35.08,58.88,127.63,117.33,101.41,101.5,120.81,117.9,125.32,0.0,0.37,1.93,33.52,35.54,36.69,62.8,58.34,52.93,113.96666666666664,111.93142857142857,34.71333333333333
2023-04-01,118.14,3.24,38.85,69.02,96.94,127.63,117.33,101.41,101.5,120.81,117.9,1.43,0.0,0.37,35.08,33.52,35.54,58.88,62.8,58.34,114.23666666666664,111.96571428571428,35.81666666666667
2023-04-02,96.48,2.33,35.41,69.38,118.14,96.94,127.63,117.33,101.41,101.5,120.81,3.24,1.43,0.0,38.85,35.08,33.52,69.02,58.88,62.8,103.85333333333331,108.49000000000001,36.446666666666665
2023-04-03,119.96,0.57,34.5,63.84,96.48,118.14,96.94,127.63,117.33,101.41,101.5,2.33,3.24,1.43,35.41,38.85,35.08,69.38,69.02,58.88,111.52666666666664,111.12714285714286,36.25333333333333
2023-04-04,132.36,1.16,36.99,68.31,119.96,96.48,118.14,96.94,127.63,117.33,101.41,0.57,2.33,3.24,34.5,35.41,38.85,63.84,69.38,69.02,116.26666666666665,115.54857142857142,35.63333333333333
2023-04-05,135.9,0.68,36.23,49.18,132.36,119.96,96.48,118.14,96.94,127.63,117.33,1.16,0.57,2.33,36.99,34.5,35.41,68.31,63.84,69.38,129.40666666666664,118.20142857142858,35.906666666666666
2023-04-06,124.6,0.37,33.36,62.91,135.9,132.36,119.96,96.48,118.14,96.94,127.63,0.68,1.16,0.57,36.23,36.99,34.5,49.18,68.31,63.84,130.95333333333332,117.76857142857145,35.526666666666664
2023-04-07,115.14,0.25,36.78,53.31,124.6,135.9,132.36,119.96,96.48,118.14,96.94,0.37,0.68,1.16,33.36,36.23,36.99,62.91,49.18,68.31,125.21333333333331,120.36857142857143,35.45666666666667
2023-04-08,129.85,0.96,32.76,59.91,115.14,124.6,135.9,132.36,119.96,96.48,118.14,0.25,0.37,0.68,36.78,33.36,36.23,53.31,62.91,49.18,123.19666666666664,122.04142857142857,34.300000000000004
2023-04-09,112.85,0.74,35.18,61.34,129.85,115.14,124.6,135.9,132.36,119.96,96.48,0.96,0.25,0.37,32.76,36.78,33.36,59.91,53.31,62.91,119.27999999999997,124.38,34.906666666666666
2023-04-10,131.99,0.0,36.15,61.35,112.85,129.85,115.14,124.6,135.9,132.36,119.96,0.74,0.96,0.25,35.18,32.76,36.78,61.34,59.91,53.31,124.89666666666665,126.09857142857143,34.696666666666665
2023-04-11,127.17,0.0,37.57,63.04,131.99,112.85,129.85,115.14,124.6,135.9,132.36,0.0,0.74,0.96,36.15,35.18,32.76,61.35,61.34,59.91,124.00333333333332,125.35714285714286,36.300000000000004
2023-04-12,128.07,1.02,34.54,59.86,127.17,131.99,112.85,129.85,115.14,124.6,135.9,0.0,0.0,0.74,37.57,36.15,35.18,63.04,61.35,61.34,129.07666666666665,124.23857142857142,36.086666666666666
2023-04-13,106.03,2.9,34.06,68.53,128.07,127.17,131.99,112.85,129.85,115.14,124.6,1.02,0.0,0.0,34.54,37.57,36.15,59.86,63.04,61.35,120.4233333333333,121.58571428571427,35.38999999999999
2023-04-14,108.73,0.37,33.72,64.73,106.03,128.07,127.17,131.99,112.85,129.85,115.14,2.9,1.02,0.0,34.06,34.54,37.57,68.53,59.86,63.04,114.27666666666664,120.66999999999999,34.10666666666666
2023-04-15,121.3,0.92,36.94,55.75,108.73,106.03,128.07,127.17,131.99,112.85,129.85,0.37,2.9,1.02,33.72,34.06,34.54,64.73,68.53,59.86,112.01999999999998,119.44857142857141,34.906666666666666
2023-04-16,123.27,0.18,33.98,57.08,121.3,108.73,106.03,128.07,127.17,131.99,112.85,0.92,0.37,2.9,36.94,33.72,34.06,55.75,64.73,68.53,117.76666666666664,120.93714285714286,34.88
2023-04-17,102.84,2.6,34.68,64.12,123.27,121.3,108.73,106.03,128.07,127.17,131.99,0.18,0.92,0.37,33.98,36.94,33.72,57.08,55.75,64.73,115.8033333333333,116.77285714285713,35.199999999999996
2023-04-18,101.83,1.26,36.1,52.13,102.84,123.27,121.3,108.73,106.03,128.07,127.17,2.6,0.18,0.92,34.68,33.98,36.94,64.12,57.08,55.75,109.31333333333332,113.15285714285713,34.919999999999995
2023-04-19,130.43,1.28,36.72,58.25,101.83,102.84,123.27,121.3,108.73,106.03,128.07,1.26,2.6,0.18,36.1,34.68,33.98,52.13,64.12,57.08,111.69999999999997,113.49000000000001,35.833333333333336
2023-04-20,117.34,2.09,33.54,69.97,130.43,101.83,102.84,123.27,121.3,108.73,106.03,1.28,1.26,2.6,36.72,36.1,34.68,58.25,52.13,64.12,116.5333333333333,115.10571428571428,35.453333333333326
2023-04-21,138.78,0.0,32.08,74.8,117.34,130.43,101.83,102.84,123.27,121.3,108.73,2.09,1.28,1.26,33.54,36.72,36.1,69.97,58.25,52.13,128.85,119.39857142857143,34.11333333333334
2023-04-22,104.73,1.88,34.04,59.81,138.78,117.34,130.43,101.83,102.84,123.27,121.3,0.0,2.09,1.28,32.08,33.54,36.72,74.8,69.97,58.25,120.2833333333333,117.03142857142858,33.22
2023-04-23,107.13,0.4,33.21,64.47,104.73,138.78,117.34,130.43,101.83,102.84,123.27,1.88,0.0,2.09,34.04,32.08,33.54,59.81,74.8,69.97,116.87999999999998,114.72571428571428,33.11000000000001
2023-04-24,124.33,0.29,34.08,51.85,107.13,104.73,138.78,117.34,130.43,101.83,102.84,0.4,1.88,0.0,33.21,34.04,32.08,64.47,59.81,74.8,112.06333333333332,117.7957142857143,33.776666666666664
2023-04-25,103.26,1.0,34.79,64.73,124.33,107.13,104.73,138.78,117.34,130.43,101.83,0.29,0.4,1.88,34.08,33.21,34.04,51.85,64.47,59.81,111.57333333333331,118.0,34.026666666666664
2023-04-26,107.68,2.15,32.94,74.02,103.26,124.33,107.13,104.73,138.78,117.34,130.43,1.0,0.29,0.4,34.79,34.08,33.21,64.73,51.85,64.47,111.75666666666665,114.75,33.93666666666667
2023-04-27,125.08,1.07,34.78,62.02,107.68,103.26,124.33,107.13,104.73,138.78,117.34,2.15,1.0,0.29,32.94,34.79,34.08,74.02,64.73,51.85,112.00666666666665,115.85571428571428,34.169999999999995
2023-04-28,107.11,3.16,36.74,67.95,125.08,107.68,103.26,124.33,107.13,104.73,138.78,1.07,2.15,1.0,34.78,32.94,34.79,62.02,74.02,64.73,113.28999999999998,111.33142857142857,34.82
2023-04-29,119.26,0.94,34.26,72.33,107.11,125.08,107.68,103.26,124.33,107.13,104.73,3.16,1.07,2.15,36.74,34.78,32.94,67.95,62.02,74.02,117.14999999999998,113.40714285714286,35.26
2023-04-30,118.78,0.0,34.51,62.76,119.26,107.11,125.08,107.68,103.26,124.33,107.13,0.94,3.16,1.07,34.26,36.74,34.78,72.33,67.95,62.02,115.04999999999997,115.07142857142857,35.169999999999995
2023-05-01,132.73,1.85,34.23,65.02,118.78,119.26,107.11,125.08,107.68,103.26,124.33,0.0,0.94,3.16,34.51,34.26,36.74,62.76,72.33,67.95,123.58999999999996,116.27142857142857,34.33333333333333
2023-05-02,126.51,0.42,34.13,53.12,132.73,118.78,119.26,107.11,125.08,107.68,103.26,1.85,0.0,0.94,34.23,34.51,34.26,65.02,62.76,72.33,126.00666666666665,119.59285714285714,34.29
2023-05-03,120.43,0.97,34.71,59.56,126.51,132.73,118.78,119.26,107.11,125.08,107.68,0.42,1.85,0.0,34.13,34.23,34.51,53.12,65.02,62.76,126.55666666666663,121.41428571428571,34.35666666666667
2023-05-04,124.57,0.32,36.51,51.55,120.43,126.51,132.73,118.78,119.26,107.11,125.08,0.97,0.42,1.85,34.71,34.13,34.23,59.56,53.12,65.02,123.83666666666664,121.34142857142857,35.11666666666667
2023-05-05,117.83,0.66,33.35,61.72,124.57,120.43,126.51,132.73,118.78,119.26,107.11,0.32,0.97,0.42,36.51,34.71,34.13,51.55,59.56,53.12,120.94333333333331,122.87285714285714,34.85666666666667
2023-05-06,121.95,0.45,34.04,59.0,117.83,124.57,120.43,126.51,132.73,118.78,119.26,0.66,0.32,0.97,33.35,36.51,34.71,61.72,51.55,59.56,121.44999999999997,123.25714285714287,34.63333333333333
2023-05-07,128.79,0.92,34.18,61.21,121.95,117.83,124.57,120.43,126.51,132.73,118.78,0.45,0.66,0.32,34.04,33.35,36.51,59.0,61.72,51.55,122.85666666666664,124.68714285714285,33.85666666666667
2023-05-08,97.71,2.12,35.45,66.99,128.79,121.95,117.83,124.57,120.43,126.51,132.73,0.92,0.45,0.66,34.18,34.04,33.35,61.21,59.0,61.72,116.14999999999998,119.68428571428572,34.556666666666665
2023-05-09,125.8,1.2,35.1,69.25,97.71,128.79,121.95,117.83,124.57,120.43,126.51,2.12,0.92,0.45,35.45,34.18,34.04,66.99,61.21,59.0,117.43333333333332,119.58285714285715,34.91
2023-05-10,125.05,2.55,33.32,66.67,125.8,97.71,128.79,121.95,117.83,124.57,120.43,1.2,2.12,0.92,35.1,35.45,34.18,69.25,66.99,61.21,116.18666666666662,120.24285714285713,34.623333333333335
2023-05-11,101.22,1.36,30.87,71.52,125.05,125.8,97.71,128.79,121.95,117.83,124.57,2.55,1.2,2.12,33.32,35.1,35.45,66.67,69.25,66.99,117.35666666666664,116.90714285714286,33.09666666666667
